X Y Z R G B Nx Ny Nz
118 584 0.5 0 255 255 0 0 1
119 584 -0.5 0 255 255 0 0 -1
119 584 0.5 0 255 255 0 0 1
120 585 -0.5 0 255 255 0 0 -1
120 585 0.5 0 255 255 0 0 1
121 585 -0.5 0 255 255 0 0 -1
121 585 0.5 0 255 255 0 0 1
125 589 -0.5 0 255 255 0 0 -1
125 589 0.5 0 255 255 0 0 1
125 590 -0.5 0 255 255 0 0 -1
125 590 0.5 0 255 255 0 0 1
126 591 -0.5 0 255 255 0 0 -1
126 591 0.5 0 255 255 0 0 1
126 593 -0.5 0 255 255 0 0 -1
126 593 0.5 0 255 255 0 0 1
127 593 -0.5 0 255 255 0 0 -1
127 593 0.5 0 255 255 0 0 1
128 594 -0.5 0 255 255 0 0 -1
128 594 0.5 0 255 255 0 0 1
129 594 -0.5 0 255 255 0 0 -1
129 594 0.5 0 255 255 0 0 1
130 595 -0.5 0 255 255 0 0 -1
130 595 0.5 0 255 255 0 0 1
132 595 -0.5 0 255 255 0 0 -1
132 595 0.5 0 255 255 0 0 1
133 596 -0.5 0 255 255 0 0 -1
133 596 0.5 0 255 255 0 0 1
134 596 -0.5 0 255 255 0 0 -1
134 596 0.5 0 255 255 0 0 1
135 597 -0.5 0 255 255 0 0 -1
135 597 0.5 0 255 255 0 0 1
139 597 -0.5 0 255 255 0 0 -1
139 597 0.5 0 255 255 0 0 1
140 598 -0.5 0 255 255 0 0 -1
140 598 0.5 0 255 255 0 0 1
141 598 -0.5 0 255 255 0 0 -1
141 598 0.5 0 255 255 0 0 1
142 599 -0.5 0 255 255 0 0 -1
142 599 0.5 0 255 255 0 0 1
144 599 -0.5 0 255 255 0 0 -1
144 599 0.5 0 255 255 0 0 1
145 600 -0.5 0 255 255 0 0 -1
145 600 0.5 0 255 255 0 0 1
148 600 -0.5 0 255 255 0 0 -1
148 600 0.5 0 255 255 0 0 1
149 601 -0.5 0 255 255 0 0 -1
149 601 0.5 0 255 255 0 0 1
152 601 -0.5 0 255 255 0 0 -1
152 601 0.5 0 255 255 0 0 1
153 602 -0.5 0 255 255 0 0 -1
153 602 0.5 0 255 255 0 0 1
154 602 -0.5 0 255 255 0 0 -1
154 602 0.5 0 255 255 0 0 1
155 603 -0.5 0 255 255 0 0 -1
155 603 0.5 0 255 255 0 0 1
157 603 -0.5 0 255 255 0 0 -1
157 603 0.5 0 255 255 0 0 1
158 604 -0.5 0 255 255 0 0 -1
158 604 0.5 0 255 255 0 0 1
160 604 -0.5 0 255 255 0 0 -1
160 604 0.5 0 255 255 0 0 1
161 605 -0.5 0 255 255 0 0 -1
161 605 0.5 0 255 255 0 0 1
162 605 -0.5 0 255 255 0 0 -1
162 605 0.5 0 255 255 0 0 1
163 606 -0.5 0 255 255 0 0 -1
163 606 0.5 0 255 255 0 0 1
166 606 -0.5 0 255 255 0 0 -1
166 606 0.5 0 255 255 0 0 1
167 607 -0.5 0 255 255 0 0 -1
167 607 0.5 0 255 255 0 0 1
172 607 -0.5 0 255 255 0 0 -1
172 607 0.5 0 255 255 0 0 1
173 608 -0.5 0 255 255 0 0 -1
173 608 0.5 0 255 255 0 0 1
177 608 -0.5 0 255 255 0 0 -1
177 608 0.5 0 255 255 0 0 1
181 612 -0.5 0 255 255 0 0 -1
181 612 0.5 0 255 255 0 0 1
185 612 -0.5 0 255 255 0 0 -1
185 612 0.5 0 255 255 0 0 1
186 613 -0.5 0 255 255 0 0 -1
186 613 0.5 0 255 255 0 0 1
191 613 -0.5 0 255 255 0 0 -1
191 613 0.5 0 255 255 0 0 1
192 614 -0.5 0 255 255 0 0 -1
192 614 0.5 0 255 255 0 0 1
206 614 -0.5 0 255 255 0 0 -1
206 614 0.5 0 255 255 0 0 1
208 616 -0.5 0 255 255 0 0 -1
208 616 0.5 0 255 255 0 0 1
209 616 -0.5 0 255 255 0 0 -1
209 616 0.5 0 255 255 0 0 1
210 617 -0.5 0 255 255 0 0 -1
210 617 0.5 0 255 255 0 0 1
236 617 -0.5 0 255 255 0 0 -1
236 617 0.5 0 255 255 0 0 1
238 619 -0.5 0 255 255 0 0 -1
238 619 0.5 0 255 255 0 0 1
269 619 -0.5 0 255 255 0 0 -1
269 619 0.5 0 255 255 0 0 1
270 620 -0.5 0 255 255 0 0 -1
270 620 0.5 0 255 255 0 0 1
271 620 -0.5 0 255 255 0 0 -1
271 620 0.5 0 255 255 0 0 1
272 621 -0.5 0 255 255 0 0 -1
272 621 0.5 0 255 255 0 0 1
279 621 -0.5 0 255 255 0 0 -1
279 621 0.5 0 255 255 0 0 1
280 620 -0.5 0 255 255 0 0 -1
280 620 0.5 0 255 255 0 0 1
283 620 -0.5 0 255 255 0 0 -1
283 620 0.5 0 255 255 0 0 1
284 619 -0.5 0 255 255 0 0 -1
284 619 0.5 0 255 255 0 0 1
288 619 -0.5 0 255 255 0 0 -1
288 619 0.5 0 255 255 0 0 1
289 618 -0.5 0 255 255 0 0 -1
289 618 0.5 0 255 255 0 0 1
298 618 -0.5 0 255 255 0 0 -1
298 618 0.5 0 255 255 0 0 1
300 616 -0.5 0 255 255 0 0 -1
300 616 0.5 0 255 255 0 0 1
307 616 -0.5 0 255 255 0 0 -1
307 616 0.5 0 255 255 0 0 1
307 615 -0.5 0 255 255 0 0 -1
307 615 0.5 0 255 255 0 0 1
308 614 -0.5 0 255 255 0 0 -1
308 614 0.5 0 255 255 0 0 1
314 614 -0.5 0 255 255 0 0 -1
314 614 0.5 0 255 255 0 0 1
316 612 -0.5 0 255 255 0 0 -1
316 612 0.5 0 255 255 0 0 1
319 612 -0.5 0 255 255 0 0 -1
319 612 0.5 0 255 255 0 0 1
320 611 -0.5 0 255 255 0 0 -1
320 611 0.5 0 255 255 0 0 1
330 611 -0.5 0 255 255 0 0 -1
330 611 0.5 0 255 255 0 0 1
331 610 -0.5 0 255 255 0 0 -1
331 610 0.5 0 255 255 0 0 1
337 610 -0.5 0 255 255 0 0 -1
337 610 0.5 0 255 255 0 0 1
338 609 -0.5 0 255 255 0 0 -1
338 609 0.5 0 255 255 0 0 1
342 609 -0.5 0 255 255 0 0 -1
342 609 0.5 0 255 255 0 0 1
343 608 -0.5 0 255 255 0 0 -1
343 608 0.5 0 255 255 0 0 1
345 608 -0.5 0 255 255 0 0 -1
345 608 0.5 0 255 255 0 0 1
347 606 -0.5 0 255 255 0 0 -1
347 606 0.5 0 255 255 0 0 1
349 606 -0.5 0 255 255 0 0 -1
349 606 0.5 0 255 255 0 0 1
350 605 -0.5 0 255 255 0 0 -1
350 605 0.5 0 255 255 0 0 1
357 605 -0.5 0 255 255 0 0 -1
357 605 0.5 0 255 255 0 0 1
358 604 -0.5 0 255 255 0 0 -1
358 604 0.5 0 255 255 0 0 1
363 604 -0.5 0 255 255 0 0 -1
363 604 0.5 0 255 255 0 0 1
366 601 -0.5 0 255 255 0 0 -1
366 601 0.5 0 255 255 0 0 1
377 601 -0.5 0 255 255 0 0 -1
377 601 0.5 0 255 255 0 0 1
378 600 -0.5 0 255 255 0 0 -1
378 600 0.5 0 255 255 0 0 1
385 600 -0.5 0 255 255 0 0 -1
385 600 0.5 0 255 255 0 0 1
385 595 -0.5 0 255 255 0 0 -1
385 595 0.5 0 255 255 0 0 1
386 594 -0.5 0 255 255 0 0 -1
386 594 0.5 0 255 255 0 0 1
395 594 -0.5 0 255 255 0 0 -1
395 594 0.5 0 255 255 0 0 1
396 593 -0.5 0 255 255 0 0 -1
396 593 0.5 0 255 255 0 0 1
403 593 -0.5 0 255 255 0 0 -1
403 593 0.5 0 255 255 0 0 1
404 592 -0.5 0 255 255 0 0 -1
404 592 0.5 0 255 255 0 0 1
428 592 -0.5 0 255 255 0 0 -1
428 592 0.5 0 255 255 0 0 1
429 593 -0.5 0 255 255 0 0 -1
429 593 0.5 0 255 255 0 0 1
441 593 -0.5 0 255 255 0 0 -1
441 593 0.5 0 255 255 0 0 1
443 591 -0.5 0 255 255 0 0 -1
443 591 0.5 0 255 255 0 0 1
455 591 -0.5 0 255 255 0 0 -1
455 591 0.5 0 255 255 0 0 1
457 593 -0.5 0 255 255 0 0 -1
457 593 0.5 0 255 255 0 0 1
457 597 -0.5 0 255 255 0 0 -1
457 597 0.5 0 255 255 0 0 1
458 598 -0.5 0 255 255 0 0 -1
458 598 0.5 0 255 255 0 0 1
458 599 -0.5 0 255 255 0 0 -1
458 599 0.5 0 255 255 0 0 1
460 601 -0.5 0 255 255 0 0 -1
460 601 0.5 0 255 255 0 0 1
460 602 -0.5 0 255 255 0 0 -1
460 602 0.5 0 255 255 0 0 1
462 604 -0.5 0 255 255 0 0 -1
462 604 0.5 0 255 255 0 0 1
468 604 -0.5 0 255 255 0 0 -1
468 604 0.5 0 255 255 0 0 1
470 602 -0.5 0 255 255 0 0 -1
470 602 0.5 0 255 255 0 0 1
474 602 -0.5 0 255 255 0 0 -1
474 602 0.5 0 255 255 0 0 1
478 598 -0.5 0 255 255 0 0 -1
478 598 0.5 0 255 255 0 0 1
479 598 -0.5 0 255 255 0 0 -1
479 598 0.5 0 255 255 0 0 1
480 597 -0.5 0 255 255 0 0 -1
480 597 0.5 0 255 255 0 0 1
487 597 -0.5 0 255 255 0 0 -1
487 597 0.5 0 255 255 0 0 1
487 589 -0.5 0 255 255 0 0 -1
487 589 0.5 0 255 255 0 0 1
488 588 -0.5 0 255 255 0 0 -1
488 588 0.5 0 255 255 0 0 1
494 588 -0.5 0 255 255 0 0 -1
494 588 0.5 0 255 255 0 0 1
495 589 -0.5 0 255 255 0 0 -1
495 589 0.5 0 255 255 0 0 1
495 594 -0.5 0 255 255 0 0 -1
495 594 0.5 0 255 255 0 0 1
494 595 -0.5 0 255 255 0 0 -1
494 595 0.5 0 255 255 0 0 1
494 600 -0.5 0 255 255 0 0 -1
494 600 0.5 0 255 255 0 0 1
496 600 -0.5 0 255 255 0 0 -1
496 600 0.5 0 255 255 0 0 1
501 605 -0.5 0 255 255 0 0 -1
501 605 0.5 0 255 255 0 0 1
503 605 -0.5 0 255 255 0 0 -1
503 605 0.5 0 255 255 0 0 1
505 607 -0.5 0 255 255 0 0 -1
505 607 0.5 0 255 255 0 0 1
507 607 -0.5 0 255 255 0 0 -1
507 607 0.5 0 255 255 0 0 1
509 609 -0.5 0 255 255 0 0 -1
509 609 0.5 0 255 255 0 0 1
510 609 -0.5 0 255 255 0 0 -1
510 609 0.5 0 255 255 0 0 1
511 610 -0.5 0 255 255 0 0 -1
511 610 0.5 0 255 255 0 0 1
513 610 -0.5 0 255 255 0 0 -1
513 610 0.5 0 255 255 0 0 1
514 611 -0.5 0 255 255 0 0 -1
514 611 0.5 0 255 255 0 0 1
515 611 -0.5 0 255 255 0 0 -1
515 611 0.5 0 255 255 0 0 1
519 615 -0.5 0 255 255 0 0 -1
519 615 0.5 0 255 255 0 0 1
521 615 -0.5 0 255 255 0 0 -1
521 615 0.5 0 255 255 0 0 1
524 618 -0.5 0 255 255 0 0 -1
524 618 0.5 0 255 255 0 0 1
526 618 -0.5 0 255 255 0 0 -1
526 618 0.5 0 255 255 0 0 1
528 620 -0.5 0 255 255 0 0 -1
528 620 0.5 0 255 255 0 0 1
531 620 -0.5 0 255 255 0 0 -1
531 620 0.5 0 255 255 0 0 1
532 621 -0.5 0 255 255 0 0 -1
532 621 0.5 0 255 255 0 0 1
533 621 -0.5 0 255 255 0 0 -1
533 621 0.5 0 255 255 0 0 1
536 624 -0.5 0 255 255 0 0 -1
536 624 0.5 0 255 255 0 0 1
537 624 -0.5 0 255 255 0 0 -1
537 624 0.5 0 255 255 0 0 1
542 629 -0.5 0 255 255 0 0 -1
542 629 0.5 0 255 255 0 0 1
543 629 -0.5 0 255 255 0 0 -1
543 629 0.5 0 255 255 0 0 1
544 630 -0.5 0 255 255 0 0 -1
544 630 0.5 0 255 255 0 0 1
545 630 -0.5 0 255 255 0 0 -1
545 630 0.5 0 255 255 0 0 1
548 633 -0.5 0 255 255 0 0 -1
548 633 0.5 0 255 255 0 0 1
552 633 -0.5 0 255 255 0 0 -1
552 633 0.5 0 255 255 0 0 1
552 629 -0.5 0 255 255 0 0 -1
552 629 0.5 0 255 255 0 0 1
553 628 -0.5 0 255 255 0 0 -1
553 628 0.5 0 255 255 0 0 1
560 628 -0.5 0 255 255 0 0 -1
560 628 0.5 0 255 255 0 0 1
562 630 -0.5 0 255 255 0 0 -1
562 630 0.5 0 255 255 0 0 1
562 634 -0.5 0 255 255 0 0 -1
562 634 0.5 0 255 255 0 0 1
561 635 -0.5 0 255 255 0 0 -1
561 635 0.5 0 255 255 0 0 1
556 635 -0.5 0 255 255 0 0 -1
556 635 0.5 0 255 255 0 0 1
556 639 -0.5 0 255 255 0 0 -1
556 639 0.5 0 255 255 0 0 1
557 639 -0.5 0 255 255 0 0 -1
557 639 0.5 0 255 255 0 0 1
558 640 -0.5 0 255 255 0 0 -1
558 640 0.5 0 255 255 0 0 1
559 640 -0.5 0 255 255 0 0 -1
559 640 0.5 0 255 255 0 0 1
560 641 -0.5 0 255 255 0 0 -1
560 641 0.5 0 255 255 0 0 1
561 641 -0.5 0 255 255 0 0 -1
561 641 0.5 0 255 255 0 0 1
562 642 -0.5 0 255 255 0 0 -1
562 642 0.5 0 255 255 0 0 1
563 642 -0.5 0 255 255 0 0 -1
563 642 0.5 0 255 255 0 0 1
566 645 -0.5 0 255 255 0 0 -1
566 645 0.5 0 255 255 0 0 1
567 645 -0.5 0 255 255 0 0 -1
567 645 0.5 0 255 255 0 0 1
568 646 -0.5 0 255 255 0 0 -1
568 646 0.5 0 255 255 0 0 1
569 646 -0.5 0 255 255 0 0 -1
569 646 0.5 0 255 255 0 0 1
570 647 -0.5 0 255 255 0 0 -1
570 647 0.5 0 255 255 0 0 1
571 647 -0.5 0 255 255 0 0 -1
571 647 0.5 0 255 255 0 0 1
576 652 -0.5 0 255 255 0 0 -1
576 652 0.5 0 255 255 0 0 1
577 652 -0.5 0 255 255 0 0 -1
577 652 0.5 0 255 255 0 0 1
578 653 -0.5 0 255 255 0 0 -1
578 653 0.5 0 255 255 0 0 1
579 653 -0.5 0 255 255 0 0 -1
579 653 0.5 0 255 255 0 0 1
582 656 -0.5 0 255 255 0 0 -1
582 656 0.5 0 255 255 0 0 1
584 656 -0.5 0 255 255 0 0 -1
584 656 0.5 0 255 255 0 0 1
587 659 -0.5 0 255 255 0 0 -1
587 659 0.5 0 255 255 0 0 1
588 659 -0.5 0 255 255 0 0 -1
588 659 0.5 0 255 255 0 0 1
591 662 -0.5 0 255 255 0 0 -1
591 662 0.5 0 255 255 0 0 1
592 662 -0.5 0 255 255 0 0 -1
592 662 0.5 0 255 255 0 0 1
595 665 -0.5 0 255 255 0 0 -1
595 665 0.5 0 255 255 0 0 1
596 665 -0.5 0 255 255 0 0 -1
596 665 0.5 0 255 255 0 0 1
600 669 -0.5 0 255 255 0 0 -1
600 669 0.5 0 255 255 0 0 1
601 669 -0.5 0 255 255 0 0 -1
601 669 0.5 0 255 255 0 0 1
604 672 -0.5 0 255 255 0 0 -1
604 672 0.5 0 255 255 0 0 1
605 672 -0.5 0 255 255 0 0 -1
605 672 0.5 0 255 255 0 0 1
610 677 -0.5 0 255 255 0 0 -1
610 677 0.5 0 255 255 0 0 1
610 679 -0.5 0 255 255 0 0 -1
610 679 0.5 0 255 255 0 0 1
613 679 -0.5 0 255 255 0 0 -1
613 679 0.5 0 255 255 0 0 1
616 682 -0.5 0 255 255 0 0 -1
616 682 0.5 0 255 255 0 0 1
617 682 -0.5 0 255 255 0 0 -1
617 682 0.5 0 255 255 0 0 1
618 683 -0.5 0 255 255 0 0 -1
618 683 0.5 0 255 255 0 0 1
623 683 -0.5 0 255 255 0 0 -1
623 683 0.5 0 255 255 0 0 1
623 681 -0.5 0 255 255 0 0 -1
623 681 0.5 0 255 255 0 0 1
624 680 -0.5 0 255 255 0 0 -1
624 680 0.5 0 255 255 0 0 1
624 673 -0.5 0 255 255 0 0 -1
624 673 0.5 0 255 255 0 0 1
625 672 -0.5 0 255 255 0 0 -1
625 672 0.5 0 255 255 0 0 1
625 671 -0.5 0 255 255 0 0 -1
625 671 0.5 0 255 255 0 0 1
627 669 -0.5 0 255 255 0 0 -1
627 669 0.5 0 255 255 0 0 1
630 669 -0.5 0 255 255 0 0 -1
630 669 0.5 0 255 255 0 0 1
632 667 -0.5 0 255 255 0 0 -1
632 667 0.5 0 255 255 0 0 1
632 620 -0.5 0 255 255 0 0 -1
632 620 0.5 0 255 255 0 0 1
633 619 -0.5 0 255 255 0 0 -1
633 619 0.5 0 255 255 0 0 1
633 607 -0.5 0 255 255 0 0 -1
633 607 0.5 0 255 255 0 0 1
634 606 -0.5 0 255 255 0 0 -1
634 606 0.5 0 255 255 0 0 1
634 595 -0.5 0 255 255 0 0 -1
634 595 0.5 0 255 255 0 0 1
635 594 -0.5 0 255 255 0 0 -1
635 594 0.5 0 255 255 0 0 1
635 593 -0.5 0 255 255 0 0 -1
635 593 0.5 0 255 255 0 0 1
637 591 -0.5 0 255 255 0 0 -1
637 591 0.5 0 255 255 0 0 1
641 591 -0.5 0 255 255 0 0 -1
641 591 0.5 0 255 255 0 0 1
643 589 -0.5 0 255 255 0 0 -1
643 589 0.5 0 255 255 0 0 1
643 546 -0.5 0 255 255 0 0 -1
643 546 0.5 0 255 255 0 0 1
644 545 -0.5 0 255 255 0 0 -1
644 545 0.5 0 255 255 0 0 1
644 429 -0.5 0 255 255 0 0 -1
644 429 0.5 0 255 255 0 0 1
645 428 -0.5 0 255 255 0 0 -1
645 428 0.5 0 255 255 0 0 1
645 382 -0.5 0 255 255 0 0 -1
645 382 0.5 0 255 255 0 0 1
646 381 -0.5 0 255 255 0 0 -1
646 381 0.5 0 255 255 0 0 1
646 376 -0.5 0 255 255 0 0 -1
646 376 0.5 0 255 255 0 0 1
645 375 -0.5 0 255 255 0 0 -1
645 375 0.5 0 255 255 0 0 1
645 373 -0.5 0 255 255 0 0 -1
645 373 0.5 0 255 255 0 0 1
644 373 -0.5 0 255 255 0 0 -1
644 373 0.5 0 255 255 0 0 1
643 372 -0.5 0 255 255 0 0 -1
643 372 0.5 0 255 255 0 0 1
643 346 -0.5 0 255 255 0 0 -1
643 346 0.5 0 255 255 0 0 1
644 345 -0.5 0 255 255 0 0 -1
644 345 0.5 0 255 255 0 0 1
644 332 -0.5 0 255 255 0 0 -1
644 332 0.5 0 255 255 0 0 1
643 331 -0.5 0 255 255 0 0 -1
643 331 0.5 0 255 255 0 0 1
643 320 -0.5 0 255 255 0 0 -1
643 320 0.5 0 255 255 0 0 1
641 318 -0.5 0 255 255 0 0 -1
641 318 0.5 0 255 255 0 0 1
